Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
532,Shawn,1,"I bought this item to use in my gopro hero 3 because it's what they sell on the gopro website, but can be had a lot cheaper on Amazon.  Have yet to have problems with the card.",12/08/2023,966,6,16,22,-10,4.8383908201755705,4.7814379266712
533,"Kenneth Lyons ""lroar""",3,"My cell phone claims up to 16GB with a removable SDHC memory card, but when I bought this, it was a big gamble. I honestly didn't think it would work, being 4 times the rated capability, but it did and does. I have used it in 2 different phones, HTC and LG cell phones as well as my PC. Since it works very well in my cell phones, I expect it will work just as well in a tablet. Very happy with this purchase.",03/13/2023,395,11,13,24,-2,4.64894482578077,3.2377760275211442
534,SCotter,5,I have lost my data 3 times with this card. I don't know if it's the card or the S3. My data always ends up as unrecoverable pieces in the LOST.DIR directory the phone creates the first time you insert the card. I don't trust it to hold anything I cant afford to loose.Update: I purchased aKingston Digital 32 GB microSDHC Flash Memory Card SDC4/32GBlast week as a replacement. It hasn't lost any data yet. I'll update here again if it has the same issue.Update 2: TheKingston Digital 32 GB microSDHC Flash Memory Card SDC4/32GBhas been in my phone for 2 months with no data loss. It is the better product.,07/30/2023,773,47,17,64,30,2.3127304798596127,4.796813866339731
535,GamerGirl,4,It writes according to SanDisk app test only with the speed of 16mb/second. I have expected a little more than that.,04/22/2023,186,14,17,31,-3,1.9148500151614867,1.361372551479712
536,Jonah,3,I have come to trust the SanDisk brand for file storage and was not disappointed with this card.  It has held up to months of constant file writing and re-writing with use in a dash cam that loop records.  I recommend this card to anyone.,01/06/2023,889,6,43,49,-37,3.529738682610186,4.732579069754442
537,"Tom C. Chen ""tom in califonia""",1,This memory card has been working flawlessly. Prices have been dropping nicely. Amazing the storage capacity in something so small.,12/30/2023,466,7,49,56,-42,1.5934510897204586,3.0606257109354855
538,DavidB,5,It does what it is made to do. It is hard to believe so much memory can be stored in such a small chip.,01/28/2023,57,6,7,13,-1,0.34172076547694774,4.051319830763111
539,Techie,5,"Ordered this for a Galaxy S3.  Lasted a few months and then broke.  Is not accessible on several different PC's.Says ""limited lifetime"" warranty - BS.  You have ONE MONTH for Eco Zone.  Not only did I lose pictures but now I am out $$ because of a crappy return policy.In the future I will be buying Kingston, not Sandisk.-----------------Update:  Amazon Customer service made good and refunded my purchase price.  I still will not be buying any more Sandisk memory cards however...",05/11/2023,729,42,28,70,14,4.507110816810156,0.8946165135718498
540,"Amazon Customer ""FOTOWAG""",1,I bought this micro SD card for my Galaxy Note 2 about 5 months ago and its been great. Plug and play with no problems. It recognized it immediate and right after I was able to transfer 20gb of videos/music to my phone right away. The transfer speed is good and is what I was expecting from reading guides on these type of SD cards. This is a good product and I recommend it to anyone looking for a SD card.,04/12/2023,458,3,7,10,-4,3.174280299658773,2.5005518572891123
541,"N. Davison ""Stormancast""",3,works great with my samsung galaxy note 2.  just stuck it in and it worked. no formatting needed.  very fast which and no loss of camera speed,06/26/2023,208,49,25,74,24,1.0357724914563393,2.8448018304306815
542,Mehdi A,2,Seemed to work as advertised.  But my first one failed abruptly after one week.  My smartphone failed to &#34;see&#34; it.  But Amazon replaced it at no additional charge.  The second one is still working fine.  (My smartphone is a Samsung S4G.),09/07/2023,714,6,27,33,-21,0.09204280674142196,1.964272124101194
543,Perry Hopper Sr,3,"Works fine, but it is becoming very annoying that even with flash devices you buy 16GB but only get 15GB. Why not just label it as the exact size?",10/09/2023,74,44,7,51,37,3.6175798346565395,1.2661636760903994
544,B. Brooks,4,Bought this for my Samsung Galaxy S3 and it works perfectly.  Price was better than anything I could find in the stores locally.,08/06/2023,484,40,19,59,21,4.263999613821977,4.523873707498914
545,Vicente Santorsola,4,"I ordered this card as part of a lighning deal back in November. The card was working fine in my galaxy s3 until a few weeks ago where it would intermittently not be recognized by my phone or my desktop computer and today, 4 months later, it died completely. I guess you really do get what you pay for.",09/03/2023,85,29,46,75,-17,2.0282378782416357,0.4252944080254284
546,Todd W. Rittenhouse,3,"Thanks to reviewers, I knew what to buy, b4 we ever got our Galaxy3 cell phones, (gift from my niece), *will be here tomorrow--same day as our SanDisk! Thank you for your time sharing your thoughts and opinions!  It was/is appreciated!",07/04/2023,632,17,7,24,10,0.4044910542657254,0.7699354555087778
547,Smiley25,4,i got this instead of the black one because it looked better built than the black one. i'm using it with a 8gb stanza sip clip. but the people at Sandisk said to use the black one instead,11/26/2023,14,29,13,42,16,3.2431061885017494,1.6025526656590054
548,Matthew Allison,2,We ordered two of these for our Samsung Galaxy S3 phones. They work perfectly!  Exactly what we wanted and needed:),07/31/2023,840,6,12,18,-6,1.4846452611744931,4.5988500074852965
549,solerider,2,"Bought this to use in my Galaxy Note 3.  Two months later, works just like is should.  Amazon has the best price available, (and much better price than the offer at Best Buy).",05/28/2023,641,47,39,86,8,0.7197336247513847,2.8210518515046914
550,Mark Twain,5,"Amazon ran a good deal on this 64GB microSDXC, so I jumped on the bandwagon.  When it arrived I snapped a few photographs to test it out and it worked well...until I tried to retrieve the files.  I don't know how, but it became corrupt and no longer would reformat or function in any of my devices.  I exchanged it for a replacement through Amazon and the new one works beyond my initial observations.  Browsing seems much faster than previous SDHC class 10 cards.  Thank you Amazon for your immediate exchange.  highly recommended for today's on the go data storage.  *(original review was 2 stars, but after Amazon's immediate replacement and great customer service I re-rated to 5 stars.)",07/15/2023,912,22,16,38,6,2.551982776031172,1.8658684591547792
551,"C. J. Clavadetscher ""quickshot carl""",4,This microSd card works well with my mobile phone and tablet PC. It was delivered to me in a speedy way than I had ever expected. I love it and would recommend it to my friends.,08/13/2023,794,36,25,61,11,2.4092186244612894,2.013391076087168
552,"Jared Westfall ""The Geek""",3,I've had this card for about a year and I've been very careful with it and it just broke when I popped it out of sd card slot on my phone but it was very reliable card when it wasn't broken,07/28/2023,49,6,5,11,1,2.5838520453867995,4.188887962327816
553,eldiego77cp,5,Great card. It has worked very well for me with my GoPro. Great quality and speed. The size is perfect for heavier photographers.,09/14/2023,426,37,16,53,21,4.1196616177959955,0.13389787294552313
554,"Sandwolf ""John R. &#34;Wolf&#34; Dodson""",2,Used this card in my Galaxy S3 and have had no problems.  Tons-o-room for what ever you want and more.,09/13/2023,966,28,3,31,25,2.4227294123884278,0.05669529117194816
555,Hinh Truong,5,"Had a 16GB card in my S4 and my wife didn't have a memory card in her S3, so I bought a couple of these for us. I needed a bigger card because I load custom ROMs and such and she needed one for her media. They work great and have a pretty nice capacity!",08/08/2023,359,33,24,57,9,4.502702898729315,0.2304234806746952
556,Michael K. Lamb,1,"It's a fast, affordable cheap microsd card. What more could I say? San disk too, so it's definitely a good brand to buy.",02/06/2023,242,38,6,44,32,4.209053098110829,2.346025003098191
557,Locksmith,4,"There are a lot of other reviews on this memory card. My only addition is that it worked perfectly the moment I put it into my S4; no formatting issues, nothing ... it just worked. Also nice that it comes with an SD adapter.",02/23/2023,834,40,16,56,24,3.2555797464160103,2.906246973040875
558,Tombo,3,"I believe in generic. I tried generic. for somethings, you need SanDisk. you can trust SanDisk, it always works and if it doesn't, they will make it right.",02/23/2023,53,44,21,65,23,0.2842592880265299,3.1223440525398183
559,neopirus,2,"I love the ultras cause it writes fast to the card with my samsung S3 with not much time in between pics.  I also got one for my Fuji waterproof camera and it takes a few seconds before I can take another photo but that is the limitation of the processor of the camera, not the card. Overall, I love it.  My computer can read them fast and videos are played back at real speed",05/20/2023,777,48,27,75,21,4.324721947314177,3.655685622003098
560,"mmmgoodm7 ""MMM""",5,"Its going back because it doesn't meet spec.Tested with  H2TestW, write speed is only 9.69 MB/s. Read speed is good at 18.80 MB/s. (although Sandisk claims up to 30MB/s)Meanwhile, a class (10) 32GB Transcend SD card I have writes at 15.30 and reads at 18.20.I also have a few class (6) 4GB Sandisk microSD cards writing at 15.40 and 15.50. Reading speed is 18.40 and 18.30.I also have a class (4) Kingston card that beats this class 10 Sandisk.",12/30/2023,69,48,49,97,-1,4.527860147233705,0.9486189330156453
