Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
765,joshuaRobot,3,"i love this micro sd.  It enables me to expand the storage space on my Acer W3.  Great price too,",04/02/2021,480,23,34,57,-11,2.0303814618351668,0.15329745075098655
766,C. S. Brock,4,"I was very excited to add this memory card to my G2 and finally not have to worry about used up memory anymore. This was short lived however as maybe a few months had passed when the memory card refused to write anymore data. I tried formatting it (never could wipe it), using it in a thumb drive reader kwpould not delete data), all to no avail. Luckily the data I had on it was still salvageable.",01/08/2021,902,25,46,71,-21,4.365796795947023,0.7500968089493104
767,"Phillip A. Oliveto ""Don't knock it until you'...",1,"Local storage is still a necessity (or a really nice-to-have) in this cloud-connected world.These cards (with and without the SD adapter) have been used in my mobile phones, DSLRs, computers (Lenovo Y500 and MS Surface Pro), tablets (Asus Transformer TF700, Nook HD+) and have been rock-solid.  I own 4 of them and in my DSLR they've proven to be fast enough for burst shooting and high-def video.In my mobile/tablet/PCs, they've been used to shuttle HD videos and other content back and forth without a hitch.Still love local storage and these cards are a relatively cheap and reliable way to achieve that.",04/14/2021,891,46,37,83,9,0.16081237488525135,2.8100732727151208
768,Bearicus,1,Great little card. I have had issues with my phone chewing them up and spitting them out pretty frequently this card seems to have solved that issue for me.,10/26/2021,547,41,32,73,9,4.4792194523339495,0.7883029752667003
769,Hostile,3,I put this in a Sprint Galaxy S3. Mounted it and used it. Still using it. More storage than I will ever need.,02/03/2021,801,38,13,51,25,3.260413414398717,3.6815250799045534
770,"T. Daniel Livsey ""Daniel""",5,Works as expected. I was able to successfully upgrade my samsung galaxy s4 memory. Now my photos/videos are being saved to the SD card.,05/01/2021,18,2,47,49,-45,3.687690937741894,0.18616302457968747
771,Leandro de Souza Vitorino,2,"Works great, in my phone now I was running out of space but this came to the rescue now I can take more pics!!!",12/25/2021,165,1,0,1,1,0.013037316963168677,1.2974401161894096
772,Crews,3,Great Price and works great with my Samsung galaxy s4.Such a relief not having to worry about space for pix and apps.,01/15/2021,525,5,48,53,-43,3.141197170186162,3.477265616942443
773,neopirus,4,Got it for my Note 10.1 and it's great being able to pop it into my computer via the adapter to load large amounts of pictures on and then back into my tablet. Kinda wishing I got a larger capacity one.,01/11/2021,202,20,25,45,-5,2.9424308185551302,1.277514121195319
774,AnchorManagement,4,"After having my first ever failure of a SD card, a 32GB SanDisk Micro SD card that went from apparently fine to totally corrupted in a matter of minutes, and before I could salvage anything on it. With the refund from Amazon of the 32 GB card I purchased this 64GB Ultra card as the replacement for my phone.After having problems getting the full 64 GB seen as an individual 64 GB and not a partitioned into two 32 GB files on the card, and the secret is to NOT format the card in a computer, format the card IN THE PHONE, then via USB or WiFi you can add back all the content,It is seemingly working great, seems fast with no undo lag when taking burst mode photos and I just hope it will continue to do so. I am much more contentious about backing up though, with Android, Amazon and Google pretty much all your content can be saved online and reinstalled but it takes time and is a big hassle so just backing up to a computer works great for the next 'just in case' time.",09/01/2021,741,8,7,15,1,2.6860277819314993,3.6438023211223203
775,McDade TX,1,"Using it on a Canon 6D. No camplains at all. Really fast access. The adapter itself is not at same level, even though. Bad connection, had to use a previous adapter that I already had.",04/20/2021,346,9,49,58,-40,3.9293342835294247,4.97931937715351
776,"Russell M. Singleton ""rmsingleton""",4,"Not much to say about this.  Works well with a Samsung Galaxy S2.  Haven't tested the read/write speeds, but it seems about right for a Class 10 card.",01/03/2021,366,35,15,50,20,2.779355481982526,3.985419777245518
777,Book Glutton,3,"This was the fastest microSD card I have tested, unfortunately it died after about four months of use in my Android phone. At first my phone would randomly say the card had been removed, then eventually neither the phone nor any reader I had could access it.The test results from my older but still functional 32gb class 4 sandisk:Sequential Read :  23.022 MB/sSequential Write :  4.460 MB/sRandom Read 512KB :  22.387 MB/sRandom Write 512KB :  3.144 MB/sRandom Read 4KB (QD=1) :  3.414 MB/s [  833.5 IOPS]Random Write 4KB (QD=1) :  1.231 MB/s [  300.5 IOPS]Random Read 4KB (QD=32) :  3.309 MB/s [  807.8 IOPS]Random Write 4KB (QD=32) :  0.993 MB/s [  242.4 IOPS]Compared to this product, 32gb class 10 sandisk:Sequential Read :  41.492 MB/sSequential Write :  15.653 MB/sRandom Read 512KB :  43.380 MB/sRandom Write 512KB :  17.685 MB/sRandom Read 4KB (QD=1) :  4.696 MB/s [  1146.5 IOPS]Random Write 4KB (QD=1) :  1.595 MB/s [  389.4 IOPS]Random Read 4KB (QD=32) :  4.859 MB/s [  1186.2 IOPS]Random Write 4KB (QD=32) :  1.334 MB/s [  325.6 IOPS]",09/29/2021,977,2,37,39,-35,4.2854859477992875,1.7091772938050127
778,"okiedan ""Pro Bono Publico""",4,Purchased these to use in Contour Roam cameras. Records quality videos and downloads fast.  Highly recommend these cards for your micro SD card devices.,06/21/2021,448,40,9,49,31,1.1631574320481919,4.502959503141306
779,William P. Miletello,3,Works as expected.  Based on price and performance this may be a best of breed product.  I have found the SanDisk brand to be dependable.,07/31/2021,513,23,41,64,-18,4.029912944858499,0.2558986783410472
780,kyuumu,2,The micro card also comes with an adaptor to allow use as a SD card.  I used it to increase memory in a cell phone and it worked perfectly.,09/23/2021,319,21,36,57,-15,0.8965638641240287,3.6250341222365607
781,Will pease,1,Bought this for my Samsung Galaxy S3 and it works perfectly.  Price was better than anything I could find in the stores locally.,09/28/2021,217,48,25,73,23,4.0655889598448995,0.11661165781337524
782,magnumsteele,4,Needed this to put into my new tablet. This is exactly as described and works great no complaints . would recommend to others and the price was good too.,06/05/2021,34,13,27,40,-14,4.702317594142839,0.8727774767848251
783,"Amazon Customer ""mgpiccinini""",3,"I never thought I could have a 64 GB memory like this one, this is awesome; especially when you have a tablet. I'm using it on a Asus TF300T and it's working flawless. A piece of advise, since current tablets are not supposed to handle these, leave the format as exFAT, do not format it to FAT32 or NTFS.",09/13/2021,871,41,11,52,30,1.6784707115519204,4.937928707692873
784,Ralph,5,"Seems to be authentic.  Great speed, correct capacity, and works flawlessly with my samsung phone and card readers.  Would buy again if needed for another device.",06/20/2021,266,44,19,63,25,2.649431569900944,1.804424562471535
785,"Lynn ""LS""",1,Nice 32gb micro sd card. Using one in a Samsung S3 and another one in a Samsung S3 mini. Both phones can use the full storage amount and read/write seems fast. Comes with a nice little micro sd to sd adapter for easy use on a laptop for transferring files.,02/18/2021,640,43,48,91,-5,3.291645114615738,4.102496890821194
786,"Carlos Luna ""Chalymoon""",2,Good pair of micro sd card that i bought for my m4/3 camera and phone. Have been using it with my Olympus OMD ME5 camera for a while and before that a Sony Nex 5N and my Samsung Galaxy Note 2. No issues so far and the price is just right.,05/14/2021,724,26,13,39,13,0.39735832927247305,1.88043356417801
787,Eugene Trinidad,3,"I use these in my tablet as well as my camera. I find slower speed cards do not work well when taking pictures or video. It would be nice if the SD adapter had built in WiFi, that way for my DSLR, I would only need to buy one WiFi card and simply replace it with these micro SD cards and save money.",03/21/2021,775,32,45,77,-13,2.4704035910206015,4.200142253989078
788,S. Morgan,2,"fast transfers and retrieval of data on phone, especially video shooting. very easy to find becasue of color difference, all black seems easy to misplace of trading out to adapters and such",09/01/2021,824,21,34,55,-13,1.8029248829412337,4.827197800633871
789,ukswrath,2,I bought this memory chip for a GoPro Hero 3 camera. It works beautifully and it arrived promptly with little packaging.,03/02/2021,80,28,28,56,0,4.36227815625654,2.1776812170958326
